,City,Province,City_ID,Population 2021,Land Area (sqKM)
1288,La Côte-de-Gaspé,Quebec,2021A00032403,17547.0,4088.39
1289,Cloridorme,Quebec,2021A00052403010,607.0,158.74
1290,Collines-du-Basque,Quebec,2021A00052403904,0.0,817.84
1291,Gaspé,Quebec,2021A00052403005,15063.0,1118.77
1292,Grande-Vallée,Quebec,2021A00052403020,1077.0,144.16
1293,Murdochville,Quebec,2021A00052403025,643.0,60.84
1294,Petite-Vallée,Quebec,2021A00052403015,157.0,39.9
1295,Rivière-Saint-Jean,Quebec,2021A00052403902,0.0,1748.14
1296,La Haute-Côte-Nord,Quebec,2021A00032495,10278.0,11295.82
1297,Colombier,Quebec,2021A00052495050,635.0,361.23
1298,Essipit,Quebec,2021A00052495802,310.0,1.13
1299,Forestville,Quebec,2021A00052495045,2892.0,192.61
1300,Lac-au-Brochet,Quebec,2021A00052495902,0.0,9360.33
1301,Les Bergeronnes,Quebec,2021A00052495018,619.0,268.77
1302,Les Escoumins,Quebec,2021A00052495025,1794.0,265.89
1303,Longue-Rive,Quebec,2021A00052495032,918.0,308.06
1304,Portneuf-sur-Mer,Quebec,2021A00052495040,612.0,181.9
1305,Sacré-Coeur,Quebec,2021A00052495010,1684.0,303.15
1306,Tadoussac,Quebec,2021A00052495005,814.0,52.73
1307,La Haute-Gaspésie,Quebec,2021A00032404,10950.0,5053.88
1308,Cap-Chat,Quebec,2021A00052404047,2516.0,181.31
1309,Coulée-des-Adolphe,Quebec,2021A00052404904,0.0,86.2
1310,La Martre,Quebec,2021A00052404030,194.0,175.23
1311,Marsoui,Quebec,2021A00052404025,289.0,181.4
1312,Mont-Albert,Quebec,2021A00052404902,167.0,3463.19
1313,Mont-Saint-Pierre,Quebec,2021A00052404015,186.0,52.07
1314,Rivière-à-Claude,Quebec,2021A00052404020,141.0,155.95
1315,Saint-Maxime-du-Mont-Louis,Quebec,2021A00052404010,1047.0,232.67
1316,Sainte-Anne-des-Monts,Quebec,2021A00052404037,6121.0,263.51
1317,Sainte-Madeleine-de-la-Rivière-Madeleine,Quebec,2021A00052404005,289.0,262.35
1318,La Haute-Yamaska,Quebec,2021A00032447,92796.0,636.0
1319,Granby,Quebec,2021A00052447017,69025.0,152.69
1320,Roxton Pond,Quebec,2021A00052447047,4224.0,97.64
1321,Saint-Alphonse-de-Granby,Quebec,2021A00052447010,3341.0,50.12
1322,Saint-Joachim-de-Shefford,Quebec,2021A00052447040,1476.0,126.91
1323,Sainte-Cécile-de-Milton,Quebec,2021A00052447055,2195.0,72.96
1324,Shefford,Quebec,2021A00052447035,7253.0,117.99
1325,Warden,Quebec,2021A00052447030,362.0,5.46
1326,Waterloo,Quebec,2021A00052447025,4920.0,12.23
1327,La Jacques-Cartier,Quebec,2021A00032422,47813.0,3183.75
1328,Fossambault-sur-le-Lac,Quebec,2021A00052422010,2327.0,11.49
1329,Lac-Beauport,Quebec,2021A00052422040,8164.0,61.73
1330,Lac-Croche,Quebec,2021A00052422902,0.0,1679.99
1331,Lac-Delage,Quebec,2021A00052422030,771.0,1.58
1332,Lac-Saint-Joseph,Quebec,2021A00052422015,304.0,33.65
1333,Saint-Gabriel-de-Valcartier,Quebec,2021A00052422025,3223.0,432.62
1334,Sainte-Brigitte-de-Laval,Quebec,2021A00052422045,8468.0,108.42
1335,Sainte-Catherine-de-la-Jacques-Cartier,Quebec,2021A00052422005,8442.0,120.7
1336,Shannon,Quebec,2021A00052422020,6432.0,63.54
1337,Stoneham-et-Tewkesbury,Quebec,2021A00052422035,9682.0,670.03
1338,La Matanie,Quebec,2021A00032408,20883.0,3315.74
1339,Baie-des-Sables,Quebec,2021A00052408080,613.0,65.07
1340,Grosses-Roches,Quebec,2021A00052408015,375.0,63.59
1341,Les Méchins,Quebec,2021A00052408005,995.0,441.39
1342,Matane,Quebec,2021A00052408053,13987.0,195.49
1343,Rivière-Bonjour,Quebec,2021A00052408902,16.0,1682.5
1344,Saint-Adelme,Quebec,2021A00052408030,484.0,100.58
1345,Saint-Jean-de-Cherbourg,Quebec,2021A00052408010,163.0,113.96
1346,Saint-Léandre,Quebec,2021A00052408065,375.0,104.72
1347,Saint-René-de-Matane,Quebec,2021A00052408035,961.0,253.89
1348,Saint-Ulric,Quebec,2021A00052408073,1567.0,120.45
1349,Sainte-Félicité,Quebec,2021A00052408023,1100.0,90.73
1350,Sainte-Paule,Quebec,2021A00052408040,247.0,83.36
1351,La Matapédia,Quebec,2021A00032407,17592.0,5354.53
1352,Albertville,Quebec,2021A00052407025,239.0,103.13
1353,Amqui,Quebec,2021A00052407047,5999.0,121.02
1354,Causapscal,Quebec,2021A00052407018,2147.0,161.61
1355,Lac-Alfred,Quebec,2021A00052407912,0.0,77.53
1356,Lac-Casault,Quebec,2021A00052407908,30.0,1428.21
1357,Lac-Matapédia,Quebec,2021A00052407914,10.0,71.01
1358,Lac-au-Saumon,Quebec,2021A00052407057,1488.0,81.05
1359,Rivière-Patapédia-Est,Quebec,2021A00052407906,0.0,15.85
1360,Rivière-Vaseuse,Quebec,2021A00052407904,0.0,275.3
1361,Routhierville,Quebec,2021A00052407902,20.0,626.26
1362,Ruisseau-des-Mineurs,Quebec,2021A00052407910,5.0,935.95
1363,Saint-Alexandre-des-Lacs,Quebec,2021A00052407065,298.0,89.82
1364,Saint-Cléophas,Quebec,2021A00052407090,321.0,97.22
1365,Saint-Damase,Quebec,2021A00052407105,382.0,116.42
1366,Saint-Léon-le-Grand,Quebec,2021A00052407030,968.0,128.26
1367,Saint-Moïse,Quebec,2021A00052407095,542.0,109.8
1368,Saint-Noël,Quebec,2021A00052407100,392.0,45.8
1369,Saint-Tharcisius,Quebec,2021A00052407070,411.0,78.84
1370,Saint-Vianney,Quebec,2021A00052407075,446.0,145.6
1371,Saint-Zénon-du-Lac-Humqui,Quebec,2021A00052407035,370.0,113.09
1372,Sainte-Florence,Quebec,2021A00052407010,367.0,103.48
1373,Sainte-Irène,Quebec,2021A00052407040,369.0,135.09
1374,Sainte-Marguerite-Marie,Quebec,2021A00052407005,183.0,85.97
1375,Sayabec,Quebec,2021A00052407085,1706.0,130.31
1376,Val-Brillant,Quebec,2021A00052407080,899.0,77.9
1377,La Mitis,Quebec,2021A00032409,18363.0,2275.56
1378,Grand-Métis,Quebec,2021A00052409060,218.0,25.12
1379,La Rédemption,Quebec,2021A00052409005,384.0,116.63
1380,Lac-des-Eaux-Mortes,Quebec,2021A00052409902,47.0,923.26
1381,Lac-à-la-Croix,Quebec,2021A00052409904,0.0,223.35
1382,Les Hauteurs,Quebec,2021A00052409015,485.0,102.92
1383,Mont-Joli,Quebec,2021A00052409077,6384.0,24.24
1384,Métis-sur-Mer,Quebec,2021A00052409048,594.0,48.22
1385,Padoue,Quebec,2021A00052409040,250.0,66.66
1386,Price,Quebec,2021A00052409065,1729.0,2.51
1387,Saint-Charles-Garnier,Quebec,2021A00052409010,222.0,84.79
1388,Saint-Donat,Quebec,2021A00052409030,835.0,95.8
1389,Saint-Gabriel-de-Rimouski,Quebec,2021A00052409025,1177.0,126.98
1390,Saint-Joseph-de-Lepage,Quebec,2021A00052409070,590.0,30.98
1391,Saint-Octave-de-Métis,Quebec,2021A00052409055,493.0,75.16
1392,Sainte-Angèle-de-Mérici,Quebec,2021A00052409035,989.0,107.78
1393,Sainte-Flavie,Quebec,2021A00052409085,904.0,38.23
1394,Sainte-Jeanne-d'Arc,Quebec,2021A00052409020,217.0,110.34
1395,Sainte-Luce,Quebec,2021A00052409092,2845.0,72.59
1396,La Nouvelle-Beauce,Quebec,2021A00032426,37988.0,905.33
1397,Frampton,Quebec,2021A00052426005,1309.0,151.27
1398,Saint-Bernard,Quebec,2021A00052426055,2535.0,90.1
1399,Saint-Elzéar,Quebec,2021A00052426022,2623.0,87.07
1400,Saint-Isidore,Quebec,2021A00052426063,3286.0,102.61
1401,Saint-Lambert-de-Lauzon,Quebec,2021A00052426070,6817.0,106.76
1402,Sainte-Hénédine,Quebec,2021A00052426040,1440.0,51.53
1403,Sainte-Marguerite,Quebec,2021A00052426035,1175.0,83.05
1404,Sainte-Marie,Quebec,2021A00052426030,13134.0,107.55
1405,Saints-Anges,Quebec,2021A00052426010,1239.0,68.65
1406,Scott,Quebec,2021A00052426048,2566.0,31.29
1407,Vallée-Jonction,Quebec,2021A00052426015,1864.0,25.45
1408,La Rivière-du-Nord,Quebec,2021A00032475,140394.0,447.88
1409,Prévost,Quebec,2021A00052475040,13692.0,34.29
1410,Saint-Colomban,Quebec,2021A00052475005,17740.0,92.71
1411,Saint-Hippolyte,Quebec,2021A00052475045,10669.0,119.5
1412,Saint-Jérôme,Quebec,2021A00052475017,80213.0,90.18
1413,Sainte-Sophie,Quebec,2021A00052475028,18080.0,111.2
1414,La Tuque,Quebec,2021A00032490,15038.0,26031.84
1415,Communauté de Wemotaci,Quebec,2021A00052490802,1142.0,31.55
1416,La Bostonnais,Quebec,2021A00052490017,556.0,284.32
1417,La Tuque,Quebec,2021A00052490012,11129.0,24809.4
1418,Lac-Édouard,Quebec,2021A00052490027,220.0,898.32
1419,Obedjiwan 28,Quebec,2021A00052490804,1991.0,8.26
1420,La Vallée-de-l'Or,Quebec,2021A00032489,43347.0,24094.84
1421,Belcourt,Quebec,2021A00052489050,219.0,409.74
1422,Kitcisakik,Quebec,2021A00052489802,257.0,1.51
1423,Lac Simon,Quebec,2021A00052489804,1285.0,3.14
1424,Lac-Granet,Quebec,2021A00052489912,0.0,217.77
1425,Lac-Metei,Quebec,2021A00052489908,0.0,72.12
1426,Malartic,Quebec,2021A00052489015,3355.0,147.45
1427,Matchi-Manitou,Quebec,2021A00052489902,0.0,164.77
1428,Rivière-Héva,Quebec,2021A00052489010,1495.0,423.27
1429,Réservoir-Dozois,Quebec,2021A00052489910,0.0,3832.68
1430,Senneterre,Quebec,2021A00052489040,2782.0,14718.51
1431,Senneterre,Quebec,2021A00052489045,1202.0,567.05
1432,Val-d'Or,Quebec,2021A00052489008,32752.0,3536.84
1433,La Vallée-de-la-Gatineau,Quebec,2021A00032483,20547.0,12362.49
1434,Aumond,Quebec,2021A00052483090,754.0,212.82
1435,Blue Sea,Quebec,2021A00052483045,696.0,72.97
1436,Bois-Franc,Quebec,2021A00052483085,411.0,71.56
1437,Bouchette,Quebec,2021A00052483050,695.0,122.09
1438,Cascades-Malignes,Quebec,2021A00052483904,0.0,480.88
1439,Cayamant,Quebec,2021A00052483040,895.0,382.49
1440,Denholm,Quebec,2021A00052483005,546.0,177.33
1441,Déléage,Quebec,2021A00052483070,1916.0,248.26
1442,Dépôt-Échouani,Quebec,2021A00052483912,0.0,308.12
1443,Egan-Sud,Quebec,2021A00052483075,508.0,49.82
1444,Gracefield,Quebec,2021A00052483032,2376.0,380.94
1445,Grand-Remous,Quebec,2021A00052483095,1159.0,351.63
1446,Kazabazua,Quebec,2021A00052483015,1037.0,172.91
1447,Kitigan Zibi,Quebec,2021A00052483802,1204.0,195.06
1448,Lac-Lenôtre,Quebec,2021A00052483906,0.0,1934.31
1449,Lac-Moselle,Quebec,2021A00052483908,0.0,1144.81
1450,Lac-Pythonga,Quebec,2021A00052483902,0.0,5061.54
1451,Lac-Rapide,Quebec,2021A00052483804,,0.36
1452,Lac-Sainte-Marie,Quebec,2021A00052483020,677.0,205.71
1453,Low,Quebec,2021A00052483010,1020.0,257.78
1454,Maniwaki,Quebec,2021A00052483065,3757.0,5.67
1455,Messines,Quebec,2021A00052483060,1655.0,110.11
1456,Montcerf-Lytton,Quebec,2021A00052483088,653.0,354.64
1457,Sainte-Thérèse-de-la-Gatineau,Quebec,2021A00052483055,588.0,60.68
1458,La Vallée-du-Richelieu,Quebec,2021A00032457,131803.0,587.84
1459,Beloeil,Quebec,2021A00052457040,24104.0,24.38
1460,Carignan,Quebec,2021A00052457010,11740.0,62.07
1461,Chambly,Quebec,2021A00052457005,31444.0,25.08
1462,McMasterville,Quebec,2021A00052457025,5936.0,3.12
1463,Mont-Saint-Hilaire,Quebec,2021A00052457035,18859.0,44.08
1464,Otterburn Park,Quebec,2021A00052457030,8479.0,5.37
1465,Saint-Antoine-sur-Richelieu,Quebec,2021A00052457075,1738.0,65.67
1466,Saint-Basile-le-Grand,Quebec,2021A00052457020,17053.0,35.84
1467,Saint-Charles-sur-Richelieu,Quebec,2021A00052457057,1735.0,64.91
1468,Saint-Denis-sur-Richelieu,Quebec,2021A00052457068,2339.0,84.64
1469,Saint-Jean-Baptiste,Quebec,2021A00052457033,3179.0,72.36
1470,Saint-Marc-sur-Richelieu,Quebec,2021A00052457050,2245.0,60.92
1471,Saint-Mathieu-de-Beloeil,Quebec,2021A00052457045,2952.0,39.39
1472,Lac-Saint-Jean-Est,Quebec,2021A00032493,52475.0,2767.51
1473,Alma,Quebec,2021A00052493042,30331.0,194.92
1474,Belle-Rivière,Quebec,2021A00052493908,10.0,608.47
1475,Desbiens,Quebec,2021A00052493005,995.0,10.39
1476,Hébertville,Quebec,2021A00052493020,2500.0,260.74
1477,Hébertville-Station,Quebec,2021A00052493025,1229.0,31.5
1478,L'Ascension-de-Notre-Seigneur,Quebec,2021A00052493065,2079.0,130.84
1479,Labrecque,Quebec,2021A00052493055,1328.0,152.67
1480,Lac-Achouakan,Quebec,2021A00052493906,0.0,225.49
1481,Lac-Moncouche,Quebec,2021A00052493904,0.0,262.78
1482,Lamarche,Quebec,2021A00052493060,476.0,81.45
1483,Mont-Apica,Quebec,2021A00052493902,0.0,13.02
1484,Métabetchouan--Lac-à-la-Croix,Quebec,2021A00052493012,4121.0,187.49
1485,Saint-Bruno,Quebec,2021A00052493030,2902.0,77.86
1486,Saint-Gédéon,Quebec,2021A00052493035,2177.0,63.38
1487,Saint-Henri-de-Taillon,Quebec,2021A00052493070,803.0,61.74
1488,Saint-Ludger-de-Milot,Quebec,2021A00052493080,637.0,107.46
1489,Saint-Nazaire,Quebec,2021A00052493045,2029.0,144.76
1490,Sainte-Monique,Quebec,2021A00052493075,858.0,152.53
1491,Laval,Quebec,2021A00032465,438366.0,246.13
1492,Laval,Quebec,2021A00052465005,438366.0,246.13
1493,Le Domaine-du-Roy,Quebec,2021A00032491,31095.0,17476.45
1494,Chambord,Quebec,2021A00052491020,1748.0,120.85
1495,La Doré,Quebec,2021A00052491050,1359.0,288.55
1496,Lac-Ashuapmushuan,Quebec,2021A00052491902,140.0,14684.28
1497,Lac-Bouchette,Quebec,2021A00052491005,1183.0,904.26
1498,Mashteuiatsh,Quebec,2021A00052491802,2010.0,14.43
1499,Roberval,Quebec,2021A00052491025,9840.0,151.36
1500,Saint-André-du-Lac-Saint-Jean,Quebec,2021A00052491010,453.0,145.43
1501,Saint-François-de-Sales,Quebec,2021A00052491015,643.0,197.2
1502,Saint-Félicien,Quebec,2021A00052491042,10089.0,361.27
1503,Saint-Prime,Quebec,2021A00052491035,2760.0,147.16
1504,Sainte-Hedwidge,Quebec,2021A00052491030,870.0,461.67
1505,Le Granit,Quebec,2021A00032430,21948.0,2731.55
1506,Audet,Quebec,2021A00052430055,708.0,134.95
1507,Courcelles,Quebec,2021A00052430090,814.0,90.34
1508,Frontenac,Quebec,2021A00052430025,1811.0,223.6
1509,Lac-Drolet,Quebec,2021A00052430080,1067.0,124.3
1510,Lac-Mégantic,Quebec,2021A00052430030,5747.0,21.98
1511,Lambton,Quebec,2021A00052430095,1630.0,108.45
1512,Marston,Quebec,2021A00052430035,777.0,71.83
1513,Milan,Quebec,2021A00052430040,318.0,129.44
1514,Nantes,Quebec,2021A00052430045,1388.0,119.16
1515,Notre-Dame-des-Bois,Quebec,2021A00052430010,1028.0,192.51
1516,Piopolis,Quebec,2021A00052430020,398.0,103.38
1517,Saint-Augustin-de-Woburn,Quebec,2021A00052430005,667.0,281.07
1518,Saint-Ludger,Quebec,2021A00052430072,1074.0,127.58
1519,Saint-Robert-Bellarmin,Quebec,2021A00052430070,529.0,236.33
1520,Saint-Romain,Quebec,2021A00052430100,711.0,112.12
1521,Saint-Sébastien,Quebec,2021A00052430085,674.0,91.95
1522,Sainte-Cécile-de-Whitton,Quebec,2021A00052430050,853.0,146.46
1523,Stornoway,Quebec,2021A00052430105,535.0,180.15
1524,Stratford,Quebec,2021A00052430110,1036.0,119.86
1525,Val-Racine,Quebec,2021A00052430015,183.0,116.06
1526,Le Haut-Richelieu,Quebec,2021A00032456,121277.0,934.85
1527,Henryville,Quebec,2021A00052456042,1497.0,64.82
1528,Lacolle,Quebec,2021A00052456023,2708.0,49.41
1529,Mont-Saint-Grégoire,Quebec,2021A00052456097,3136.0,79.83
1530,Noyan,Quebec,2021A00052456015,1418.0,44.28
1531,Saint-Alexandre,Quebec,2021A00052456055,2678.0,76.27
1532,Saint-Blaise-sur-Richelieu,Quebec,2021A00052456065,2092.0,69.54
1533,Saint-Georges-de-Clarenceville,Quebec,2021A00052456010,1154.0,63.06
1534,Saint-Jean-sur-Richelieu,Quebec,2021A00052456083,97873.0,226.93
1535,Saint-Paul-de-l'Île-aux-Noix,Quebec,2021A00052456035,2141.0,29.85
1536,Saint-Sébastien,Quebec,2021A00052456050,692.0,63.29
1537,Saint-Valentin,Quebec,2021A00052456030,418.0,39.27
1538,Sainte-Anne-de-Sabrevois,Quebec,2021A00052456060,2143.0,44.65
1539,Sainte-Brigide-d'Iberville,Quebec,2021A00052456105,1428.0,70.52
1540,Venise-en-Québec,Quebec,2021A00052456005,1899.0,13.13
1541,Le Haut-Saint-François,Quebec,2021A00032441,22926.0,2269.68
1542,Ascot Corner,Quebec,2021A00052441055,3368.0,81.64
1543,Bury,Quebec,2021A00052441070,1252.0,234.13
1544,Chartierville,Quebec,2021A00052441020,319.0,141.94
1545,Cookshire-Eaton,Quebec,2021A00052441038,5344.0,296.25
1546,Dudswell,Quebec,2021A00052441117,1755.0,218.01
1547,East Angus,Quebec,2021A00052441060,3840.0,7.84
1548,Hampden,Quebec,2021A00052441075,193.0,111.68
1549,La Patrie,Quebec,2021A00052441027,805.0,204.61
1550,Lingwick,Quebec,2021A00052441085,456.0,243.01
1551,Newport,Quebec,2021A00052441037,698.0,270.63
1552,Saint-Isidore-de-Clifton,Quebec,2021A00052441012,673.0,176.94
1553,Scotstown,Quebec,2021A00052441080,459.0,11.44
1554,Weedon,Quebec,2021A00052441098,2667.0,215.95
1555,Westbury,Quebec,2021A00052441065,1097.0,55.61
1556,Le Haut-Saint-Laurent,Quebec,2021A00032469,22213.0,1168.08
1557,Akwesasne,Quebec,2021A00052469802,,23.79
1558,Dundee,Quebec,2021A00052469075,386.0,68.41
1559,Elgin,Quebec,2021A00052469050,389.0,69.35
1560,Franklin,Quebec,2021A00052469010,1635.0,112.33
1561,Godmanchester,Quebec,2021A00052469060,1403.0,138.66
1562,Havelock,Quebec,2021A00052469005,756.0,88.7
1563,Hinchinbrooke,Quebec,2021A00052469045,2187.0,148.36
1564,Howick,Quebec,2021A00052469025,850.0,0.96
1565,Huntingdon,Quebec,2021A00052469055,2556.0,2.77
1566,Ormstown,Quebec,2021A00052469037,3917.0,142.24
1567,Saint-Anicet,Quebec,2021A00052469070,2754.0,135.03
1568,Saint-Chrysostome,Quebec,2021A00052469017,2582.0,100.2
1569,Sainte-Barbe,Quebec,2021A00052469065,1609.0,40.14
1570,Très-Saint-Sacrement,Quebec,2021A00052469030,1189.0,97.16
1571,Le Rocher-Percé,Quebec,2021A00032402,17219.0,3074.8
1572,Chandler,Quebec,2021A00052402028,7490.0,418.45
1573,Grande-Rivière,Quebec,2021A00052402015,3384.0,87.92
1574,Mont-Alexandre,Quebec,2021A00052402902,0.0,1800.87
1575,Percé,Quebec,2021A00052402005,3095.0,432.81
1576,Port-Daniel--Gascons,Quebec,2021A00052402047,2271.0,300.29
1577,Sainte-Thérèse-de-Gaspé,Quebec,2021A00052402010,979.0,34.45
1578,Le Saguenay-et-son-Fjord,Quebec,2021A00032494,167833.0,39797.25
1579,Bégin,Quebec,2021A00052494250,851.0,189.67
1580,Ferland-et-Boilleau,Quebec,2021A00052494220,632.0,383.09
1581,L'Anse-Saint-Jean,Quebec,2021A00052494210,1301.0,501.79
1582,Lac-Ministuk,Quebec,2021A00052494928,58.0,1478.79
1583,Lalemant,Quebec,2021A00052494926,0.0,190.57
1584,Larouche,Quebec,2021A00052494265,1601.0,84.71
1585,Mont-Valin,Quebec,2021A00052494930,10.0,33540.39
1586,Petit-Saguenay,Quebec,2021A00052494205,600.0,329.63
1587,Rivière-Éternité,Quebec,2021A00052494215,414.0,473.17
1588,Saguenay,Quebec,2021A00052494068,144723.0,1124.63
1589,Saint-Ambroise,Quebec,2021A00052494255,3883.0,149.37
1590,Saint-Charles-de-Bourget,Quebec,2021A00052494260,784.0,62.13
1591,Saint-David-de-Falardeau,Quebec,2021A00052494245,2996.0,398.25
1592,Saint-Fulgence,Quebec,2021A00052494235,2061.0,351.91
1593,Saint-Félix-d'Otis,Quebec,2021A00052494225,1109.0,233.16
1594,Saint-Honoré,Quebec,2021A00052494240,6376.0,189.38
1595,Sainte-Rose-du-Nord,Quebec,2021A00052494230,434.0,116.61
1596,Le Val-Saint-François,Quebec,2021A00032442,31551.0,1401.56
1597,Bonsecours,Quebec,2021A00052442040,650.0,60.36
1598,Cleveland,Quebec,2021A00052442110,1581.0,123.59
1599,Kingsbury,Quebec,2021A00052442070,142.0,6.11
1600,Lawrenceville,Quebec,2021A00052442045,618.0,16.73
1601,Maricourt,Quebec,2021A00052442065,456.0,61.1
1602,Melbourne,Quebec,2021A00052442075,1096.0,173.93
1603,Racine,Quebec,2021A00052442032,1340.0,105.63
1604,Richmond,Quebec,2021A00052442098,3259.0,6.98
1605,Saint-Claude,Quebec,2021A00052442100,1141.0,118.85
1606,Saint-Denis-de-Brompton,Quebec,2021A00052442025,4594.0,70.29
1607,Saint-François-Xavier-de-Brompton,Quebec,2021A00052442020,2469.0,97.71
1608,Sainte-Anne-de-la-Rochelle,Quebec,2021A00052442050,625.0,61.86
1609,Stoke,Quebec,2021A00052442005,3014.0,255.12
1610,Ulverton,Quebec,2021A00052442078,433.0,51.27
1611,Val-Joli,Quebec,2021A00052442095,1671.0,91.69
1612,Valcourt,Quebec,2021A00052442055,2139.0,5.41
1613,Valcourt,Quebec,2021A00052442060,1029.0,80.39
1614,Windsor,Quebec,2021A00052442088,5294.0,14.53
1615,Les Appalaches,Quebec,2021A00032431,43412.0,1911.83
1616,Adstock,Quebec,2021A00052431056,2903.0,290.03
1617,Beaulac-Garthby,Quebec,2021A00052431008,931.0,75.96
1618,Disraeli,Quebec,2021A00052431015,2360.0,6.8
1619,Disraeli,Quebec,2021A00052431020,1163.0,92.53
1620,East Broughton,Quebec,2021A00052431122,2248.0,8.86
1621,Irlande,Quebec,2021A00052431040,897.0,109.85
1622,Kinnear's Mills,Quebec,2021A00052431105,397.0,93.66
1623,Sacré-Coeur-de-Jésus,Quebec,2021A00052431130,536.0,104.73
1624,Saint-Adrien-d'Irlande,Quebec,2021A00052431095,395.0,53.18
1625,Saint-Fortunat,Quebec,2021A00052431030,255.0,76.09
1626,Saint-Jacques-de-Leeds,Quebec,2021A00052431140,711.0,80.56
1627,Saint-Jacques-le-Majeur-de-Wolfestown,Quebec,2021A00052431025,186.0,58.71
1628,Saint-Jean-de-Brébeuf,Quebec,2021A00052431100,351.0,79.15
1629,Saint-Joseph-de-Coleraine,Quebec,2021A00052431045,1820.0,126.76
1630,Saint-Julien,Quebec,2021A00052431035,378.0,81.7
1631,Saint-Pierre-de-Broughton,Quebec,2021A00052431135,889.0,150.56
1632,Sainte-Clotilde-de-Beauce,Quebec,2021A00052431060,569.0,60.55
1633,Sainte-Praxède,Quebec,2021A00052431050,351.0,136.18
1634,Thetford Mines,Quebec,2021A00052431084,26072.0,225.97
1635,Les Basques,Quebec,2021A00032411,8873.0,1120.03
1636,Lac-Boisbouscache,Quebec,2021A00052411902,0.0,98.15
1637,Notre-Dame-des-Neiges,Quebec,2021A00052411045,1194.0,94.44
1638,Saint-Clément,Quebec,2021A00052411005,479.0,86.72
1639,Saint-Guy,Quebec,2021A00052411020,76.0,139.54
1640,Saint-Jean-de-Dieu,Quebec,2021A00052411010,1651.0,152.04
1641,Saint-Mathieu-de-Rioux,Quebec,2021A00052411050,691.0,107.27
1642,Saint-Médard,Quebec,2021A00052411025,216.0,75.28
1643,Saint-Simon-de-Rimouski,Quebec,2021A00052411055,455.0,74.84
1644,Saint-Éloi,Quebec,2021A00052411035,310.0,65.77
1645,Sainte-Françoise,Quebec,2021A00052411030,383.0,88.83
1646,Sainte-Rita,Quebec,2021A00052411015,303.0,129.52
1647,Trois-Pistoles,Quebec,2021A00052411040,3115.0,7.63
1648,Les Collines-de-l'Outaouais,Quebec,2021A00032482,54498.0,2025.38
1649,Cantley,Quebec,2021A00052482020,11449.0,126.12
1650,Chelsea,Quebec,2021A00052482025,8000.0,112.65
1651,L'Ange-Gardien,Quebec,2021A00052482005,6102.0,216.05
1652,La Pêche,Quebec,2021A00052482035,8636.0,577.18
1653,Notre-Dame-de-la-Salette,Quebec,2021A00052482010,841.0,113.33
1654,Pontiac,Quebec,2021A00052482030,6142.0,445.27
1655,Val-des-Monts,Quebec,2021A00052482015,13328.0,434.77
1656,Les Etchemins,Quebec,2021A00032428,16927.0,1809.61
1657,Lac-Etchemin,Quebec,2021A00052428053,4028.0,157.22
1658,Saint-Benjamin,Quebec,2021A00052428025,1090.0,111.53
1659,Saint-Camille-de-Lellis,Quebec,2021A00052428070,737.0,251.93
1660,Saint-Cyprien,Quebec,2021A00052428040,474.0,93.48
1661,Saint-Louis-de-Gonzague,Quebec,2021A00052428035,390.0,118.01
1662,Saint-Luc-de-Bellechasse,Quebec,2021A00052428060,449.0,161.99
1663,Saint-Magloire,Quebec,2021A00052428075,712.0,208.61
1664,Saint-Prosper,Quebec,2021A00052428020,3596.0,133.74
1665,Saint-Zacharie,Quebec,2021A00052428005,1684.0,186.56
1666,Sainte-Aurélie,Quebec,2021A00052428015,856.0,78.25
1667,Sainte-Justine,Quebec,2021A00052428045,1828.0,126.28
1668,Sainte-Rose-de-Watford,Quebec,2021A00052428030,740.0,115.13
